Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-02-05 00:00:00+07:00,2592.408935546875,2592.408935546875,2506.888916015625,2518.97607421875,34842900,0,0
2010-02-08 00:00:00+07:00,2518.60693359375,2518.60693359375,2431.837890625,2475.572021484375,36850700,0,0
2010-02-09 00:00:00+07:00,2474.75,2490.10888671875,2439.909912109375,2489.485107421875,32704700,0,0
2010-02-10 00:00:00+07:00,2490.29296875,2511.735107421875,2474.40087890625,2483.43798828125,26501600,0,0
2010-02-11 00:00:00+07:00,2483.638916015625,2508.262939453125,2468.85400390625,2507.7509765625,40917000,0,0
2010-02-12 00:00:00+07:00,2508.154052734375,2536.56591796875,2501.985107421875,2534.136962890625,35308600,0,0
2010-02-15 00:00:00+07:00,2533.73388671875,2533.73388671875,2510.958984375,2517.4560546875,16743700,0,0
2010-02-16 00:00:00+07:00,2517.657958984375,2558.655029296875,2516.337890625,2558.5048828125,22302000,0,0
2010-02-17 00:00:00+07:00,2558.60595703125,2581.60009765625,2558.60595703125,2581.340087890625,35680400,0,0
2010-02-18 00:00:00+07:00,2581.44091796875,2581.44091796875,2550.529052734375,2560.033935546875,26304700,0,0
2010-02-19 00:00:00+07:00,2559.93310546875,2559.93310546875,2527.7451171875,2554.3759765625,21925400,0,0
2010-02-22 00:00:00+07:00,2554.779052734375,2574.968994140625,2553.81396484375,2564.262939453125,19028500,0,0
2010-02-23 00:00:00+07:00,2564.162109375,2583.695068359375,2538.034912109375,2583.65087890625,32655900,0,0
2010-02-24 00:00:00+07:00,2582.423095703125,2582.423095703125,2555.469970703125,2579.416015625,40083200,0,0
2010-02-25 00:00:00+07:00,2579.31494140625,2583.158935546875,2536.092041015625,2549.032958984375,23650800,0,0
2010-03-01 00:00:00+07:00,2548.8310546875,2565.43701171875,2545.89306640625,2554.674072265625,18985100,0,0
2010-03-02 00:00:00+07:00,2554.472900390625,2577.090087890625,2554.472900390625,2576.591064453125,25350600,0,0
2010-03-03 00:00:00+07:00,2577.0009765625,2585.83203125,2552.85400390625,2567.089111328125,34245400,0,0
2010-03-04 00:00:00+07:00,2566.988037109375,2579.532958984375,2557.3701171875,2565.64501953125,24987400,0,0
2010-03-05 00:00:00+07:00,2566.053955078125,2583.087890625,2566.053955078125,2578.77197265625,25418300,0,0
2010-03-08 00:00:00+07:00,2578.97412109375,2627.695068359375,2578.97412109375,2626.450927734375,29813600,0,0
2010-03-09 00:00:00+07:00,2626.25,2657.382080078125,2624.114990234375,2657.1669921875,30408700,0,0
2010-03-10 00:00:00+07:00,2656.862060546875,2676.27392578125,2652.84912109375,2670.218994140625,30181300,0,0
2010-03-11 00:00:00+07:00,2670.118896484375,2687.117919921875,2661.928955078125,2676.52197265625,40847100,0,0
2010-03-12 00:00:00+07:00,2676.113037109375,2686.237060546875,2661.056884765625,2666.510986328125,52724000,0,0
2010-03-15 00:00:00+07:00,2666.409912109375,2683.10791015625,2658.554931640625,2669.60791015625,29518100,0,0
2010-03-17 00:00:00+07:00,2669.406982421875,2756.261962890625,2669.406982421875,2756.261962890625,65719300,0,0
2010-03-18 00:00:00+07:00,2756.462890625,2779.35595703125,2718.305908203125,2737.241943359375,60311400,0,0
2010-03-19 00:00:00+07:00,2738.802978515625,2758.1259765625,2725.64892578125,2742.97412109375,38764300,0,0
2010-03-22 00:00:00+07:00,2742.672119140625,2742.672119140625,2698.262939453125,2702.40087890625,34251000,0,0
2010-03-23 00:00:00+07:00,2702.60205078125,2746.135009765625,2702.60205078125,2720.862060546875,27466700,0,0
2010-03-24 00:00:00+07:00,2721.1640625,2774.85009765625,2721.1640625,2774.85009765625,33240000,0,0
2010-03-25 00:00:00+07:00,2773.297119140625,2814.861083984375,2760.200927734375,2799.14892578125,42022300,0,0
2010-03-26 00:00:00+07:00,2799.25,2813.08203125,2792.361083984375,2813.08203125,40138200,0,0
2010-03-29 00:00:00+07:00,2813.490966796875,2813.7958984375,2780.429931640625,2794.77099609375,46152900,0,0
2010-03-30 00:00:00+07:00,2795.179931640625,2818.94091796875,2787.5048828125,2798.26806640625,41374000,0,0
2010-03-31 00:00:00+07:00,2798.677001953125,2809.472900390625,2758.261962890625,2777.301025390625,41736300,0,0
2010-04-01 00:00:00+07:00,2777.7041015625,2834.240966796875,2777.7041015625,2829.99609375,42051100,0,0
2010-04-05 00:00:00+07:00,2831.031005859375,2890.176025390625,2831.031005859375,2887.24609375,44192300,0,0
2010-04-06 00:00:00+07:00,2888.805908203125,2911.462890625,2871.7470703125,2880.968994140625,84458100,0,0
2010-04-07 00:00:00+07:00,2881.37109375,2916.10888671875,2881.37109375,2898.58203125,65778000,0,0
2010-04-08 00:00:00+07:00,2898.179931640625,2898.179931640625,2837.39990234375,2850.833984375,51323800,0,0
2010-04-09 00:00:00+07:00,2850.633056640625,2870.968994140625,2833.243896484375,2845.010986328125,42393300,0,0
2010-04-12 00:00:00+07:00,2845.614013671875,2882.714111328125,2845.614013671875,2881.3330078125,50485000,0,0
2010-04-13 00:00:00+07:00,2881.028076171875,2884.946044921875,2856.2490234375,2884.699951171875,49876500,0,0
2010-04-14 00:00:00+07:00,2884.90087890625,2897.3291015625,2875.2529296875,2885.014892578125,50442600,0,0
2010-04-15 00:00:00+07:00,2885.115966796875,2913.718017578125,2885.115966796875,2900.530029296875,57186200,0,0
2010-04-16 00:00:00+07:00,2900.833984375,2903.278076171875,2860.927001953125,2878.6708984375,36312000,0,0
2010-04-19 00:00:00+07:00,2877.968017578125,2877.968017578125,2811.7880859375,2840.425048828125,37623100,0,0
2010-04-20 00:00:00+07:00,2840.6259765625,2892.6201171875,2840.6259765625,2891.27001953125,40735900,0,0
2010-04-21 00:00:00+07:00,2891.470947265625,2916.552001953125,2891.470947265625,2912.825927734375,65446100,0,0
2010-04-22 00:00:00+07:00,2912.72607421875,2927.39404296875,2883.013916015625,2926.531982421875,50073500,0,0
2010-04-23 00:00:00+07:00,2926.1298828125,2926.388916015625,2907.030029296875,2924.73095703125,38537700,0,0
2010-04-26 00:00:00+07:00,2924.931884765625,2954.8291015625,2924.931884765625,2944.708984375,40750000,0,0
2010-04-27 00:00:00+07:00,2943.677001953125,2944.43994140625,2930.4189453125,2939.299072265625,42008700,0,0
2010-04-28 00:00:00+07:00,2938.998046875,2938.998046875,2875.66796875,2903.319091796875,51624300,0,0
2010-04-29 00:00:00+07:00,2903.52001953125,2927.964111328125,2903.52001953125,2926.860107421875,61415100,0,0
2010-04-30 00:00:00+07:00,2927.260986328125,2972.9169921875,2927.260986328125,2971.251953125,52354600,0,0
2010-05-03 00:00:00+07:00,2971.7470703125,2982.35791015625,2950.431884765625,2960.89501953125,40869300,0,0
2010-05-04 00:00:00+07:00,2961.291015625,2996.4189453125,2946.4189453125,2959.014892578125,39115500,0,0
2010-05-05 00:00:00+07:00,2958.52001953125,2958.52001953125,2834.962890625,2846.239013671875,64284400,0,0
2010-05-06 00:00:00+07:00,2846.041015625,2846.041015625,2748.678955078125,2810.615966796875,49674100,0,0
2010-05-07 00:00:00+07:00,2808.735107421875,2808.735107421875,2705.205078125,2739.3330078125,35710700,0,0
2010-05-10 00:00:00+07:00,2739.927001953125,2860.050048828125,2739.927001953125,2850.427001953125,57259100,0,0
2010-05-11 00:00:00+07:00,2850.822998046875,2865.47802734375,2808.568115234375,2812.89111328125,50915600,0,0
2010-05-12 00:00:00+07:00,2812.989990234375,2849.075927734375,2812.989990234375,2847.6220703125,27651200,0,0
2010-05-14 00:00:00+07:00,2847.126953125,2869.486083984375,2843.847900390625,2858.385009765625,27961400,0,0
2010-05-17 00:00:00+07:00,2857.989013671875,2857.989013671875,2780.39404296875,2819.469970703125,26022700,0,0
2010-05-18 00:00:00+07:00,2820.47607421875,2837.56494140625,2818.8359375,2834.18603515625,31953300,0,0
2010-05-19 00:00:00+07:00,2833.69091796875,2833.69091796875,2721.72509765625,2729.48388671875,47880900,0,0
2010-05-20 00:00:00+07:00,2730.2880859375,2763.881103515625,2660.118896484375,2694.2490234375,49228600,0,0
2010-05-21 00:00:00+07:00,2692.6650390625,2692.6650390625,2584.968994140625,2623.220947265625,41668500,0,0
2010-05-24 00:00:00+07:00,2623.716064453125,2672.862060546875,2600.85205078125,2609.610107421875,54224200,0,0
2010-05-25 00:00:00+07:00,2609.01611328125,2609.01611328125,2502.053955078125,2514.118896484375,71613600,0,0
2010-05-26 00:00:00+07:00,2514.910888671875,2701.991943359375,2514.910888671875,2696.780029296875,96599900,0,0
2010-05-27 00:00:00+07:00,2696.284912109375,2732.06201171875,2618.282958984375,2713.923095703125,100495800,0,0
2010-05-31 00:00:00+07:00,2714.319091796875,2799.452880859375,2714.319091796875,2796.95703125,56586900,0,0
2010-06-01 00:00:00+07:00,2796.659912109375,2796.659912109375,2724.111083984375,2724.614990234375,55000000,0,0
2010-06-02 00:00:00+07:00,2725.010986328125,2771.281005859375,2721.194091796875,2733.677978515625,59242600,0,0
2010-06-03 00:00:00+07:00,2734.173095703125,2811.83203125,2734.173095703125,2810.97705078125,63368500,0,0
2010-06-04 00:00:00+07:00,2810.8779296875,2823.864013671875,2791.455078125,2823.2509765625,49708300,0,0
2010-06-07 00:00:00+07:00,2820.875,2820.875,2698.281005859375,2750.23291015625,39668300,0,0
2010-06-08 00:00:00+07:00,2750.35302734375,2781.35107421875,2750.35302734375,2779.98291015625,43080100,0,0
2010-06-09 00:00:00+07:00,2779.784912109375,2794.179931640625,2765.347900390625,2785.79296875,40994900,0,0
2010-06-10 00:00:00+07:00,2786.18896484375,2792.52392578125,2758.1630859375,2770.787109375,34594200,0,0
2010-06-11 00:00:00+07:00,2771.47998046875,2817.406982421875,2771.47998046875,2801.89892578125,30751100,0,0
2010-06-14 00:00:00+07:00,2802.096923828125,2826.95703125,2802.096923828125,2826.8369140625,24995300,0,0
2010-06-15 00:00:00+07:00,2827.034912109375,2850.031982421875,2824.383056640625,2830.173095703125,37229900,0,0
2010-06-16 00:00:00+07:00,2830.66796875,2877.85400390625,2830.66796875,2858.658935546875,37776100,0,0
2010-06-17 00:00:00+07:00,2856.368896484375,2897.60791015625,2856.368896484375,2891.097900390625,49582800,0,0
2010-06-18 00:00:00+07:00,2891.2958984375,2932.06396484375,2891.2958984375,2929.589111328125,63241400,0,0
2010-06-21 00:00:00+07:00,2929.985107421875,2981.278076171875,2926.077880859375,2941.903076171875,54836200,0,0
2010-06-22 00:00:00+07:00,2940.89697265625,2956.81005859375,2921.300048828125,2934.589111328125,34480600,0,0
2010-06-23 00:00:00+07:00,2933.89599609375,2933.89599609375,2899.26611328125,2924.7900390625,45910300,0,0
2010-06-24 00:00:00+07:00,2924.888916015625,2946.5439453125,2908.347900390625,2914.094970703125,40566000,0,0
2010-06-25 00:00:00+07:00,2913.798095703125,2949.416015625,2904.39208984375,2947.02294921875,25184500,0,0
2010-06-28 00:00:00+07:00,2947.219970703125,2975.89599609375,2945.222900390625,2955.73193359375,29699400,0,0
2010-06-29 00:00:00+07:00,2955.8310546875,2960.81103515625,2872.4169921875,2893.37109375,27437700,0,0
2010-06-30 00:00:00+07:00,2892.580078125,2918.06298828125,2844.447998046875,2913.68408203125,24859700,0,0
2010-07-01 00:00:00+07:00,2912.881103515625,2912.881103515625,2860.912109375,2874.248046875,38617700,0,0
2010-07-02 00:00:00+07:00,2874.841064453125,2891.18505859375,2861.22509765625,2871.553955078125,24510400,0,0
2010-07-05 00:00:00+07:00,2871.948974609375,2885.35498046875,2869.074951171875,2877.303955078125,22568500,0,0
2010-07-06 00:00:00+07:00,2877.403076171875,2912.0830078125,2864.74609375,2910.64794921875,24580200,0,0
2010-07-07 00:00:00+07:00,2910.528076171875,2913.843994140625,2890.285888671875,2902.0439453125,20540500,0,0
2010-07-08 00:00:00+07:00,2902.634033203125,2936.259033203125,2902.634033203125,2915.907958984375,41989100,0,0
2010-07-09 00:00:00+07:00,2916.201904296875,2943.9599609375,2909.666015625,2943.89599609375,42852300,0,0
2010-07-12 00:00:00+07:00,2942.126953125,2972.56201171875,2940.60400390625,2958.791015625,34634600,0,0
2010-07-13 00:00:00+07:00,2957.79296875,2978.506103515625,2946.407958984375,2961.511962890625,27671900,0,0
2010-07-14 00:00:00+07:00,2961.708984375,2994.5869140625,2961.708984375,2981.05908203125,39458200,0,0
2010-07-15 00:00:00+07:00,2980.06103515625,2987.0419921875,2956.888916015625,2980.596923828125,45256300,0,0
2010-07-16 00:00:00+07:00,2980.47802734375,2992.449951171875,2972.26611328125,2992.449951171875,43437600,0,0
2010-07-19 00:00:00+07:00,2992.155029296875,2992.155029296875,2948.029052734375,2975.572021484375,29147800,0,0
2010-07-20 00:00:00+07:00,2975.866943359375,2995.44091796875,2970.798095703125,2995.44091796875,42827800,0,0
2010-07-21 00:00:00+07:00,2995.736083984375,3014.48095703125,2994.2119140625,3013.40087890625,50624800,0,0
2010-07-22 00:00:00+07:00,3013.696044921875,3019.011962890625,2997.304931640625,3009.923095703125,42180100,0,0
2010-07-23 00:00:00+07:00,3010.31494140625,3051.364990234375,3010.31494140625,3042.02001953125,51153000,0,0
2010-07-26 00:00:00+07:00,3042.117919921875,3062.952880859375,3014.551025390625,3023.698974609375,41815100,0,0
2010-07-27 00:00:00+07:00,3023.992919921875,3061.626953125,3023.992919921875,3041.677978515625,38118200,0,0
2010-07-28 00:00:00+07:00,3041.5791015625,3064.7890625,3041.5791015625,3057.47509765625,39927800,0,0
2010-07-29 00:00:00+07:00,3057.967041015625,3097.193115234375,3056.6708984375,3096.81591796875,45659200,0,0
2010-07-30 00:00:00+07:00,3096.718017578125,3104.0791015625,3054.096923828125,3069.280029296875,33560600,0,0
2010-08-02 00:00:00+07:00,3070.278076171875,3083.860107421875,3048.5859375,3058.97900390625,29613000,0,0
2010-08-03 00:00:00+07:00,3059.3720703125,3084.16796875,2965.55810546875,2973.656005859375,43158300,0,0
2010-08-04 00:00:00+07:00,2973.85302734375,3001.1201171875,2959.75390625,2983.2470703125,30313800,0,0
2010-08-05 00:00:00+07:00,2983.8369140625,3046.8740234375,2983.8369140625,3044.94091796875,35892100,0,0
2010-08-06 00:00:00+07:00,3045.431884765625,3062.68310546875,3031.426025390625,3060.593017578125,27844700,0,0
2010-08-09 00:00:00+07:00,3057.548095703125,3082.784912109375,3056.174072265625,3082.597900390625,24487600,0,0
2010-08-10 00:00:00+07:00,3082.990966796875,3083.2880859375,3047.218994140625,3057.160888671875,23919300,0,0
2010-08-11 00:00:00+07:00,3054.635986328125,3061.8779296875,3022.49609375,3035.318115234375,28779900,0,0
2010-08-12 00:00:00+07:00,3034.238037109375,3034.238037109375,2993.76904296875,3025.64404296875,25851700,0,0
2010-08-13 00:00:00+07:00,3025.742919921875,3053.56591796875,3025.742919921875,3053.010009765625,22483700,0,0
2010-08-16 00:00:00+07:00,3052.910888671875,3059.0400390625,3032.425048828125,3052.59912109375,26005500,0,0
2010-08-18 00:00:00+07:00,3053.35595703125,3072.827880859375,3045.221923828125,3072.0869140625,35134300,0,0
2010-08-19 00:00:00+07:00,3072.47705078125,3118.373046875,3072.47705078125,3105.35009765625,57274200,0,0
2010-08-20 00:00:00+07:00,3103.365966796875,3118.652099609375,3084.986083984375,3117.719970703125,44632400,0,0
2010-08-23 00:00:00+07:00,3117.427001953125,3129.656982421875,3107.763916015625,3128.73388671875,55150900,0,0
2010-08-24 00:00:00+07:00,3128.43798828125,3145.114990234375,3099.9150390625,3114.93896484375,49021600,0,0
2010-08-25 00:00:00+07:00,3114.743896484375,3140.158935546875,3102.514892578125,3138.909912109375,65868600,0,0
2010-08-26 00:00:00+07:00,3138.51904296875,3150.158935546875,3128.8701171875,3145.135009765625,69423400,0,0
2010-08-27 00:00:00+07:00,3145.037109375,3145.037109375,3089.68994140625,3104.73291015625,48185900,0,0
2010-08-30 00:00:00+07:00,3105.220947265625,3138.488037109375,3089.64111328125,3099.56494140625,38236500,0,0
2010-08-31 00:00:00+07:00,3098.77099609375,3099.7509765625,3058.051025390625,3081.884033203125,35991000,0,0
2010-09-01 00:00:00+07:00,3081.487060546875,3135.5400390625,3081.487060546875,3135.31591796875,38262900,0,0
2010-09-02 00:00:00+07:00,3135.70703125,3159.72412109375,3105.80810546875,3122.14892578125,40055000,0,0
2010-09-03 00:00:00+07:00,3122.24609375,3164.362060546875,3122.24609375,3164.277099609375,36230200,0,0
2010-09-06 00:00:00+07:00,3164.472900390625,3217.366943359375,3164.472900390625,3217.14794921875,28435500,0,0
2010-09-07 00:00:00+07:00,3217.5390625,3239.4541015625,3214.195068359375,3230.887939453125,36835100,0,0
2010-09-15 00:00:00+07:00,3232.0791015625,3360.053955078125,3232.0791015625,3357.031982421875,46833300,0,0
2010-09-16 00:00:00+07:00,3357.1298828125,3358.12109375,3317.794921875,3341.632080078125,50943400,0,0
2010-09-17 00:00:00+07:00,3341.43603515625,3390.555908203125,3341.43603515625,3384.653076171875,92721600,0,0
2010-09-20 00:00:00+07:00,3384.555908203125,3392.05908203125,3344.90087890625,3370.98193359375,102815200,0,0
2010-09-21 00:00:00+07:00,3371.470947265625,3405.84912109375,3342.2041015625,3365.037109375,100983500,0,0
2010-09-22 00:00:00+07:00,3365.134033203125,3380.2041015625,3332.26904296875,3343.343017578125,112246400,0,0
2010-09-23 00:00:00+07:00,3343.83203125,3351.387939453125,3313.31201171875,3337.197021484375,75105000,0,0
2010-09-24 00:00:00+07:00,3338.7109375,3400.56298828125,3331.85888671875,3397.6259765625,49811300,0,0
2010-09-27 00:00:00+07:00,3397.821044921875,3472.029052734375,3397.821044921875,3468.035888671875,60521200,0,0
2010-09-28 00:00:00+07:00,3468.23193359375,3524.31591796875,3455.5009765625,3472.70703125,61810900,0,0
2010-09-29 00:00:00+07:00,3473.29296875,3513.35595703125,3473.29296875,3495.464111328125,61190500,0,0
2010-09-30 00:00:00+07:00,3495.760009765625,3514.76904296875,3487.712890625,3501.2958984375,55774300,0,0
2010-10-01 00:00:00+07:00,3501.198974609375,3550.034912109375,3501.198974609375,3547.114990234375,50247800,0,0
2010-10-04 00:00:00+07:00,3547.31005859375,3594.366943359375,3547.31005859375,3569.498046875,56368500,0,0
2010-10-05 00:00:00+07:00,3569.594970703125,3592.091064453125,3553.0869140625,3591.695068359375,68355200,0,0
2010-10-06 00:00:00+07:00,3592.083984375,3630.385986328125,3582.251953125,3603.404052734375,81232300,0,0
2010-10-07 00:00:00+07:00,3603.5,3605.534912109375,3540.612060546875,3586.18603515625,64812100,0,0
2010-10-08 00:00:00+07:00,3585.89501953125,3585.89501953125,3532.013916015625,3546.9541015625,54248000,0,0
2010-10-11 00:00:00+07:00,3547.721923828125,3575.239013671875,3536.513916015625,3548.74609375,54496100,0,0
2010-10-12 00:00:00+07:00,3548.93896484375,3565.407958984375,3535.783935546875,3547.248046875,64487400,0,0
2010-10-13 00:00:00+07:00,3549.469970703125,3611.97900390625,3547.98095703125,3611.97900390625,85224100,0,0
2010-10-14 00:00:00+07:00,3612.1708984375,3645.610107421875,3603.0009765625,3618.47802734375,66365500,0,0
2010-10-15 00:00:00+07:00,3619.466064453125,3619.466064453125,3584.787109375,3597.031005859375,50094300,0,0
2010-10-18 00:00:00+07:00,3596.839111328125,3596.839111328125,3557.27490234375,3566.91796875,49795600,0,0
2010-10-19 00:00:00+07:00,3567.412109375,3599.820068359375,3567.412109375,3592.7880859375,64020700,0,0
2010-10-20 00:00:00+07:00,3592.5,3592.5,3537.089111328125,3578.9541015625,82157600,0,0
2010-10-21 00:00:00+07:00,3579.14599609375,3610.55908203125,3579.14599609375,3588.010009765625,68012400,0,0
2010-10-22 00:00:00+07:00,3588.7509765625,3605.214111328125,3582.81103515625,3597.7451171875,51559900,0,0
2010-10-25 00:00:00+07:00,3598.2060546875,3644.719970703125,3598.2060546875,3643.490966796875,51321400,0,0
2010-10-26 00:00:00+07:00,3643.10791015625,3661.196044921875,3638.06396484375,3654.10205078125,53657000,0,0
2010-10-27 00:00:00+07:00,3652.18603515625,3667.013916015625,3602.1220703125,3624.467041015625,51160600,0,0
2010-10-28 00:00:00+07:00,3623.89208984375,3643.52392578125,3614.634033203125,3638.825927734375,43195900,0,0
2010-10-29 00:00:00+07:00,3639.208984375,3647.56494140625,3615.22412109375,3635.323974609375,34923600,0,0
2010-11-01 00:00:00+07:00,3635.51611328125,3663.785888671875,3621.56396484375,3645.14697265625,38168300,0,0
2010-11-02 00:00:00+07:00,3644.175048828125,3648.261962890625,3616.368896484375,3625.488037109375,49374100,0,0
2010-11-03 00:00:00+07:00,3625.679931640625,3641.73291015625,3590.3740234375,3605.673095703125,47337100,0,0
2010-11-04 00:00:00+07:00,3605.864990234375,3633.69189453125,3604.719970703125,3629.0458984375,41669600,0,0
2010-11-05 00:00:00+07:00,3629.716064453125,3665.84912109375,3629.716064453125,3655.304931640625,49451700,0,0
2010-11-08 00:00:00+07:00,3655.40087890625,3700.5380859375,3654.48095703125,3699.262939453125,41320300,0,0
2010-11-09 00:00:00+07:00,3699.154052734375,3742.77197265625,3689.7470703125,3737.48388671875,59587600,0,0
2010-11-10 00:00:00+07:00,3738.055908203125,3759.47705078125,3731.19189453125,3756.967041015625,71330800,0,0
2010-11-11 00:00:00+07:00,3757.346923828125,3777.91796875,3721.89306640625,3744.617919921875,78274500,0,0
2010-11-12 00:00:00+07:00,3744.52294921875,3744.534912109375,3633.41796875,3665.845947265625,58737900,0,0
2010-11-15 00:00:00+07:00,3665.0859375,3674.568115234375,3633.14892578125,3656.4619140625,57098700,0,0
2010-11-16 00:00:00+07:00,3656.93701171875,3682.7958984375,3637.904052734375,3674.027099609375,67855800,0,0
2010-11-18 00:00:00+07:00,3673.551025390625,3682.365966796875,3641.166015625,3677.904052734375,137832000,0,0
2010-11-19 00:00:00+07:00,3678.47412109375,3725.048095703125,3678.47412109375,3725.048095703125,83904100,0,0
2010-11-22 00:00:00+07:00,3725.3330078125,3742.944091796875,3707.89501953125,3741.22900390625,54562700,0,0
2010-11-23 00:00:00+07:00,3741.0390625,3741.0390625,3658.576904296875,3678.194091796875,67385300,0,0
2010-11-24 00:00:00+07:00,3677.6240234375,3684.154052734375,3619.881103515625,3658.777099609375,54330600,0,0
2010-11-25 00:00:00+07:00,3659.156982421875,3710.943115234375,3659.156982421875,3702.012939453125,85829100,0,0
2010-11-26 00:00:00+07:00,3701.9189453125,3710.4599609375,3632.094970703125,3642.5,90591300,0,0
2010-11-29 00:00:00+07:00,3642.876953125,3642.876953125,3573.220947265625,3630.635986328125,50401500,0,0
2010-11-30 00:00:00+07:00,3631.5400390625,3633.989990234375,3529.85400390625,3531.2109375,79712800,0,0
2010-12-01 00:00:00+07:00,3530.926025390625,3619.093994140625,3530.926025390625,3619.093994140625,66508300,0,0
2010-12-02 00:00:00+07:00,3619.847900390625,3706.39794921875,3619.847900390625,3694.580078125,65178300,0,0
2010-12-03 00:00:00+07:00,3694.674072265625,3728.093017578125,3679.8349609375,3696.260009765625,39808400,0,0
2010-12-06 00:00:00+07:00,3696.72900390625,3728.967041015625,3696.72900390625,3722.346923828125,39784700,0,0
2010-12-08 00:00:00+07:00,3722.908935546875,3771.787109375,3722.908935546875,3769.992919921875,43078500,0,0
2010-12-09 00:00:00+07:00,3771.487060546875,3788.56494140625,3764.2880859375,3786.096923828125,47791600,0,0
2010-12-10 00:00:00+07:00,3784.656982421875,3784.656982421875,3728.98388671875,3747.714111328125,49468500,0,0
2010-12-13 00:00:00+07:00,3747.806884765625,3751.93310546875,3681.323974609375,3692.23193359375,37966100,0,0
2010-12-14 00:00:00+07:00,3692.4189453125,3712.3349609375,3676.72705078125,3689.666015625,35754300,0,0
2010-12-15 00:00:00+07:00,3691.114013671875,3691.114013671875,3613.673095703125,3658.31396484375,41483000,0,0
2010-12-16 00:00:00+07:00,3657.47412109375,3657.47412109375,3554.847900390625,3571.738037109375,40147400,0,0
2010-12-17 00:00:00+07:00,3571.4580078125,3601.84912109375,3536.662109375,3581.56494140625,31291800,0,0
2010-12-20 00:00:00+07:00,3589.14990234375,3591.2900390625,3537.66796875,3568.81005859375,35779900,0,0
2010-12-21 00:00:00+07:00,3569.462890625,3642.095947265625,3569.462890625,3637.446044921875,25533800,0,0
2010-12-22 00:00:00+07:00,3637.68603515625,3649.98095703125,3610.56591796875,3620.68408203125,22447400,0,0
2010-12-23 00:00:00+07:00,3621.632080078125,3626.118896484375,3587.992919921875,3611.531005859375,19787100,0,0
2010-12-27 00:00:00+07:00,3611.998046875,3626.2470703125,3601.47705078125,3625.26611328125,18671400,0,0
2010-12-28 00:00:00+07:00,3625.73193359375,3672.177978515625,3623.8310546875,3659.992919921875,20076600,0,0
2010-12-29 00:00:00+07:00,3660.0859375,3704.0048828125,3660.0859375,3699.217041015625,18902500,0,0
2010-12-30 00:00:00+07:00,3698.93798828125,3718.98291015625,3689.032958984375,3703.511962890625,20503500,0,0
2011-01-03 00:00:00+07:00,3704.44091796875,3738.589111328125,3704.44091796875,3727.51708984375,35205800,0,0
2011-01-04 00:00:00+07:00,3727.7958984375,3763.383056640625,3724.471923828125,3760.06103515625,53135600,0,0
